"Content type";"Record Number";Acronym;Title;ID;Teaser;Programme;"Start date";"End date";Language;"Available languages";"Last updated";URL
project;108157;REACTION;"Remote Accessibility to Diabetes Management and Therapy in Operational healthcare Networks";248590;"The REACTION project will develop an integrated approach to improved long term management of diabetes; continuous blood glucose monitoring, clinical monitoring and intervention strategies, monitoring and predicting related disease indicators, complemented by education on life...";FP7-ICT;2010-03-01;2014-02-28;en;en;"2017-04-21 01:32:40";https://cordis.europa.eu/project/rcn/108157_en.html
project;104725;MuDLOC;"Multi-Dimensional Lab-On-Chip";309600;"There are several bottlenecks that hinder certain aspects of proteomics, in particular, incompatibility of high throughput technologies with certain protein types or modifications, low sensitivity and lack of quantitative data. I have developed a microfluidics affinity assay ...";FP7-IDEAS-ERC;2013-02-01;2018-01-31;en;en;"2016-03-31 12:58:42";https://cordis.europa.eu/project/rcn/104725_en.html
project;90724;MSOT;"Next Generation in-vivo imaging platform for post-genome biology and medicine";233161;"With re-defined challenges in post-genome biology and medicine related to understanding the regulation and function of genes, proteins and multi-factorial disease, the development of accelerated and quantitative in-vivo observation of functional -omics at different system lev...";FP7-IDEAS-ERC;2009-03-01;2014-06-30;en;en;"2017-05-25 18:44:59";https://cordis.europa.eu/project/rcn/90724_en.html
project;86759;ANTICARB;"Monoclonal ANTIbody-targeted CARBon nanobues against cancer";201587;"ANTICARB attempts to exploit the advantages offered by a novel nanotechnology platform – carbon nanotubes – and apply them to a clinically established therapeutic modality – targeted antibody therapy – for the creation of hybrid nanotechnology-based monoclonal antibody target...";FP7-HEALTH;2008-03-01;2011-08-31;en;en;"2017-05-29 12:12:29";https://cordis.europa.eu/project/rcn/86759_en.html
project;85452;CHRONIOUS;"An Open, Ubiquitous and Adaptive Chronic Disease Management Platform for COPD and Renal Insufficiency";216461;"Chronic diseases are those that occur across the whole spectrum of illness, mental health problems and injuries. Management includes medication and/or lifestyle changes such as diet and exercise. At the same time, it should be noted that chronic diseases may get worse, lead t...";FP7-ICT;2008-02-01;2012-05-31;en;en;"2017-04-20 00:59:15";https://cordis.europa.eu/project/rcn/85452_en.html
project;191755;MOMENTUM;"European Momentum for Mainstreaming Telemedicine Deployment in Daily Practice";297320;"MOMENTUM has, at its heart, building a European momentum for telemedicine to ensure the provision of high quality routine care for its people.Stakeholders will be closely involved. The MOMENTUM Thematic Network will develop a European Union-wide multi-stakeholder platform. At...";CIP;2012-02-01;2015-01-31;en;en;"2017-04-25 01:31:53";https://cordis.europa.eu/project/rcn/191755_en.html
project;85438;REMINE;"HIGH PERFORMANCES PREDICTION, DETECTION AND MONITORING PLATFORM FOR PATIENT SAFETY RISK MANAGEMENT";216134;"According to recent studies, Risks Against Patient Safety (RAPS) represent one of the most important factors of dead in hospitals: during therapy, more then 8% of patients recovered in hospitals suffer for additional disease that in almost 50% of the cases produce either dead...";FP7-ICT;2008-01-01;2011-06-30;en;en;"2017-04-22 02:28:51";https://cordis.europa.eu/project/rcn/85438_en.html
project;102610;CANCERINNOVATION;"Using novel methodologies to target and image cancer invasion and therapeutic resistance";294440;"We aim to develop and apply a suite of new technologies in a novel cancer discovery platform that will link high-definition cancer biology, via state-of-the-art disease imaging and pathway modelling, with development of novel interrogative and therapeutic interventions to tes...";FP7-IDEAS-ERC;2012-08-01;2017-07-31;en;en;"2016-11-28 09:04:57";https://cordis.europa.eu/project/rcn/102610_en.html
project;78440;DISMAL;"Molecular signatures as diagnostic and therapeutic targets for disseminated epithelial malignancies";18911;"Disseminated tumour cells (DTC) occur at very low numbers and can be detected using sensitive immunostaining and PCR methods. However, sensitivity and in particular specificity of this approach need to be improved. Combining the expertise of 11 academic pa rtners with long-ter...";FP6-LIFESCIHEALTH;2005-11-01;2009-04-30;en;en;"2009-07-28 00:00:00";https://cordis.europa.eu/project/rcn/78440_en.html
project;79771;SNIP2CHIP;"Development of a complete integrated SNP analysis system";16833;"The requirement to screen for known SNPs (single nucleotide polymorphisms) has become one of the key challenges to be addressed to enable the exploitation of the human genome sequence, where approximately 3 million SNPs are responsible for all of the variation within the human...";FP6-NMP;2006-02-01;2009-03-31;en;en;"2009-03-06 00:00:00";https://cordis.europa.eu/project/rcn/79771_en.html
project;79484;HEARTFAID;"A knowledge based platform of services for supporting medical-clinical management of heart failure withing eldery population";027107;"HEARTFAID is a RandD project aimed at devising, developing and validating an innovative knowledge based platform of services, able to improve early diagnosis and to make more effective the medical-clinical management of heart diseases within elderly population. Chronic Heart F...";FP6-IST;2006-02-01;2009-01-31;en;en;"2008-04-09 00:02:53";https://cordis.europa.eu/project/rcn/79484_en.html
project;94071;ECHOUTCOME;"European Consortium in Healthcare Outcomes and cost-benefit research";242203;"ECHOUTCOME is an interdisciplinary European research platform with the aim of assessing methodological properties of Healthcare Outcome and Cost-Benefit studies. The ECHOUTCOME consortium is composed by eight partners from 4 countries including three academic international ex...";FP7-HEALTH;2010-02-01;2013-01-31;en;en;"2017-05-25 22:30:39";https://cordis.europa.eu/project/rcn/94071_en.html
project;87281;ESNATS;"Embryonic Stem cell-based Novel Alternative Testing Strategies";201619;"""ESNATS aims at developing a novel toxicity test platform based on embryonic stem cells (ESC), especially human ESC (hESC), to accelerate drug development, reduce R&D costs and propose a powerful alternative to animal tests (3 Rs). ESNATS will address current drug-testing sho...";FP7-HEALTH;2008-04-01;2013-09-30;en;en;"2017-05-30 17:18:39";https://cordis.europa.eu/project/rcn/87281_en.html
project;75903;ENFIN;"ENFIN - an experimental network for functional integration";518254;"We propose to form a Network of Excellence in the area of bioinformatics to provide a Europe-wide integration of computational approaches in systems biology. This network will be focused on the development and critical assessment of computational approaches in this area, but u...";FP6-LIFESCIHEALTH;2005-11-15;2011-05-14;en;en;"2013-03-26 00:00:00";https://cordis.europa.eu/project/rcn/75903_en.html
project;74040;COMPUVAC;"Ration design and standardized evaluation of novel genetic vaccines.";5246;"Recombinant viral vectors and virus-like particles are considered the most promising vehicles to deliver antigens in prophylactic and therapeutic vaccines against infectious diseases and cancer. Several potential vaccine designs exist but their cost-effective development cruel...";FP6-LIFESCIHEALTH;2005-01-01;2009-06-30;en;en;"2013-03-26 00:00:00";https://cordis.europa.eu/project/rcn/74040_en.html
project;85784;TheraEDGE;"An integrated platform enabling Theranostic applications at the Point of Primary Care";216027;"TheraEDGE is an industry-driven effort to accelerate the adoption of theranostics applications in Primary Care by pushing Point of Care Test (POCT) technology far beyond its current state-of-the-art and by delivering clinical, analytical and operational breakthroughs.TheraEDG...";FP7-ICT;2008-03-01;2012-08-31;en;en;"2017-04-20 01:42:54";https://cordis.europa.eu/project/rcn/85784_en.html
project;86698;"FUN OCT";"Functional optical coherence tomography";201880;"The aim of FUN OCT is to expand the non-invasive optical biopsy capability of optical coherence tomography (OCT) and combination of OCT with multiphoton tomography (MT) to develop novel functional capabilities hereby enabling ‘morphofunctional’ performance, i.e., the fusion o...";FP7-HEALTH;2008-04-01;2012-09-30;en;en;"2017-08-27 09:19:12";https://cordis.europa.eu/project/rcn/86698_en.html
project;93950;Sim-e-Child;"Grid-Enabled Platform for Simulations in Paediatric Cardiology – Toward the Personalized Virtual Child Heart";248421;"There is a high demand for patient specific cardiovascular disease therapeutics. Paediatric cardiology, in particular, faces difficult challenges due to the evolving nature of a child's heart and vascular system. Comprehensive and accurate computer models reconstructed from p...";FP7-ICT;2010-01-01;2012-06-30;en;en;"2017-04-20 01:52:29";https://cordis.europa.eu/project/rcn/93950_en.html
project;97620;"EUROBIOFORUM II";"International forum for European life sciences funders and performers";261453;"""In order to realize the full ERA potential new strategies are needed to help match research dynamics and funding opportunities, and meet societal challenges, in particular in health-related research. The EuroBioForum II project aims to create such a mechanism to foster the d...";FP7-HEALTH;2011-01-01;2014-12-31;en;en;"2017-05-26 01:43:37";https://cordis.europa.eu/project/rcn/97620_en.html
project;97701;EUROCANPLATFORM;"A European Platform for Translational Cancer Research";260791;"Europe has a number of advantages as regards developing translational cancer research, yet there is no clear European strategy to meet the increasing burden posed by cancer. The FP6 Eurocan+Plus project analysed the barriers underlying the increasing fragmentation of cancer r...";FP7-HEALTH;2011-01-01;2016-12-31;en;en;"2017-09-10 09:09:09";https://cordis.europa.eu/project/rcn/97701_en.html
